Chapter Number,Verse Number,Translation Verses,Extracted Keywords
39.0,73.0,"Those who were mindful of their duty to their Lord will be driven in groups to Paradise, till they reach it and its gates are opened, and its keepers say to them: ""Peace be on you; you are the joyous. So enter here to live for ever.""","['keepers say', 'ever .""', 'till', 'reach', 'peace', 'paradise', 'opened', 'mindful', 'lord', 'live', 'joyous', 'groups', 'gates', 'enter', 'duty', 'driven']"
39.0,74.0,"They will say: ""All praise be to God Who has fulfilled the promise He had made to us, and bequeathed to us this land for dwelling in the garden wheresoever we like."" How excellent the recompense for those who act!","['like .""', 'garden wheresoever', 'us', 'us', 'say', 'recompense', 'promise', 'praise', 'made', 'land', 'god', 'fulfilled', 'excellent', 'dwelling', 'bequeathed', 'act']"
39.0,75.0,"You will see the angels hover round the Throne, singing the praises of their Lord; and justice will be done between them equitably, and it would be said: ""All praise to God the Lord of all the worlds.""","['angels hover round', 'worlds .""', 'would', 'throne', 'singing', 'see', 'said', 'praises', 'praise', 'lord', 'lord', 'justice', 'god', 'equitably', 'done']"
40.0,1.0,HA MIM.,['ha mim']
40.0,2.0,"The revelation of this Book is from God the all-mighty and all-knowing,","['revelation', 'mighty', 'knowing', 'god', 'book']"
40.0,3.0,"Forgiver of trespasses, acceptor of repentance, severe of retribution, lord of power. There is no god but He. Towards Him is your destination.","['trespasses', 'towards', 'severe', 'retribution', 'repentance', 'power', 'lord', 'god', 'forgiver', 'destination', 'acceptor']"
40.0,4.0,Only the unbelievers dispute the revelations of God. So do not let their activities in the land deceive you.,"['unbelievers dispute', 'land deceive', 'revelations', 'let', 'god', 'activities']"
40.0,5.0,"The people of Noah had denied before them, and many factions after them. Every nation has intrigued against its apostle and afflicted him, and argued with false arguments to condemn the truth. Then I seized them. How was then My retribution!","['many factions', 'false arguments', 'every nation', 'truth', 'seized', 'retribution', 'people', 'noah', 'intrigued', 'denied', 'condemn', 'argued', 'apostle', 'afflicted']"
40.0,6.0,"In this way the sentence of your Lord against the infidels that they would be the inmates of Hell, was justified.","['would', 'way', 'sentence', 'lord', 'justified', 'inmates', 'infidels', 'hell']"
40.0,7.0,"The bearers of the Throne, and those around it, sing the praises of their Lord and believe in Him, and seek forgiveness for those who believe: ""O our Lord, Your mercy and knowledge embrace everything; so forgive those who turn to You in repentance and follow Your path; and preserve them from the torment of Hell.","['knowledge embrace everything', 'seek forgiveness', 'turn', 'torment', 'throne', 'sing', 'repentance', 'preserve', 'praises', 'path', 'mercy', 'lord', 'lord', 'hell', 'forgive', 'follow', 'believe', 'believe', 'bearers', 'around']"
40.0,8.0,"Admit them, O Lord, to the garden of Eden which You promised them, and those of their fathers, spouses and progeny who are upright. You are truly all-mighty and all-wise.","['wise', 'upright', 'truly', 'spouses', 'promised', 'progeny', 'mighty', 'lord', 'garden', 'fathers', 'eden', 'admit']"
40.0,9.0,"Protect them from evil; and whosoever You preserve from evil on that Day shall have surely received Your mercy. This will be the great triumph.""","['great triumph .""', 'surely received', 'day shall', 'whosoever', 'protect', 'preserve', 'mercy', 'evil', 'evil']"
40.0,10.0,"Those who disbelieve will certainly be told: ""God's displeasure was greater than your disgust of your selves when you were called to belief and refused to believe.""","['believe .""', 'told', 'selves', 'refused', 'greater', 'god', 'displeasure', 'disgust', 'disbelieve', 'certainly', 'called', 'belief']"
40.0,11.0,"They say: ""O Lord, twice You made us die, and twice You made us live. We admit our sins. Is there still a way out for us?""","['made us live', 'made us die', 'us ?""', 'way', 'twice', 'twice', 'still', 'sins', 'say', 'lord', 'admit']"
40.0,12.0,"This has come upon you because when God alone was invoked you disbelieved; but when partners were associated with Him, you believed. But judgement belongs to God, the all-high and supreme.","['judgement belongs', 'come upon', 'god alone', 'god', 'supreme', 'partners', 'invoked', 'high', 'disbelieved', 'believed', 'associated']"
40.0,13.0,"It is He who shows you His signs, and sends you food from the heavens. Yet none takes a warning except him who turns to Him.","['yet none takes', 'warning except', 'turns', 'signs', 'shows', 'sends', 'heavens', 'food']"
40.0,14.0,"So call on God with exclusive obedience, howsoever the unbelievers may dislike it.","['unbelievers may dislike', 'exclusive obedience', 'howsoever', 'god', 'call']"
40.0,15.0,"Most exalted of position, Lord of power, He directs inspiration by His command to any of His creatures as He will, to warn (men) of the Day of Meeting,","['directs inspiration', 'warn', 'power', 'position', 'men', 'meeting', 'lord', 'exalted', 'day', 'creatures', 'command']"
40.0,16.0,"The day when they will come out (of their graves), with nothing of them hidden from God. Whose then will be the kingdom? -- God's, the one, the omnipotent.","['graves ),', '-- god', 'god', 'whose', 'one', 'omnipotent', 'nothing', 'kingdom', 'hidden', 'day', 'come']"
40.0,17.0,Each soul will be recompensed that Day for what it had earned. There will be no depriving on that Day. Surely God is swift at reckoning.,"['surely god', 'swift', 'soul', 'recompensed', 'reckoning', 'earned', 'depriving', 'day', 'day']"
40.0,18.0,"Warn them of the coming day inevitable, when hearts would jump to the throats, filling them with anguish. The sinners will have neither friend nor intercessor whose (word) will be heeded.","['hearts would jump', 'coming day inevitable', 'neither friend', 'intercessor whose', 'word', 'warn', 'throats', 'sinners', 'heeded', 'filling', 'anguish']"
40.0,19.0,"Known to Him is the treachery of the eye, and what the breasts conceal.","['breasts conceal', 'treachery', 'known', 'eye']"
40.0,20.0,"God decides with justice. But those they call apart from Him can not adjudge in the least. Verily God is all-hearing, all-perceiving.","['verily god', 'god decides', 'call apart', 'perceiving', 'least', 'justice', 'hearing', 'adjudge']"
40.0,21.0,"Have they not travelled on the earth that they could see what happened to those before them? They were greater in strength than they, and have left behind them traces on the earth. Yet they were seized by God for their sins, and had none to protect them against God.","['left behind', 'could see', 'yet', 'travelled', 'traces', 'strength', 'sins', 'seized', 'protect', 'none', 'happened', 'greater', 'god', 'god', 'earth', 'earth']"
40.0,22.0,"This was so because their apostles came with clear proofs to them, but they refused to believe. So they were seized by God. Surely God is powerful, unrelenting in retribution.","['clear proofs', 'apostles came', 'surely god', 'god', 'unrelenting', 'seized', 'retribution', 'refused', 'powerful', 'believe']"
40.0,23.0,We sent Moses with Our signs and clear authority,"['sent moses', 'clear authority', 'signs']"
40.0,24.0,"To Pharaoh, Haman and Qarun. But they said: ""He is only a deceiving sorcerer.""","['deceiving sorcerer .""', 'said', 'qarun', 'pharaoh', 'haman']"
40.0,25.0,"And when he brought the truth to them from Us, they said: ""Slay the sons of those who believe with him, and spare their women."" But the unbelievers' stratagem is bound to fail.","['women .""', 'us', 'unbelievers', 'truth', 'stratagem', 'spare', 'sons', 'slay', 'said', 'fail', 'brought', 'bound', 'believe']"
40.0,26.0,"Let me kill Moses, the Pharaoh said, ""and let him call to his Lord. I fear that he will change your faith and spread corruption in the land.""","['spread corruption', 'pharaoh said', 'land .""', 'kill moses', 'lord', 'let', 'let', 'fear', 'faith', 'change', 'call']"
40.0,27.0,"Moses said: ""I seek refuge in my Lord and your Lord from every insolent imposter who does not believe in the Day of Reckoning.""","['every insolent imposter', 'seek refuge', 'reckoning .""', 'moses said', 'lord', 'lord', 'day', 'believe']"
40.0,28.0,"A believer from the House of Pharaoh who had kept his faith to himself, said: ""Will you kill a man because he says: 'My Lord is God,' when he has brought clear signs from his Lord to you? If he is a liar his lie will recoil back on him; but in case he speaks the truth, then what he predicts will befall you. Surely God does not show the way to the shameful liar.","['brought clear signs', 'surely god', 'recoil back', ""god ,'"", 'shameful liar', 'liar', 'way', 'truth', 'speaks', 'show', 'says', 'said', 'predicts', 'pharaoh', 'man', 'lord', 'lord', 'lie', 'kill', 'kept', 'house', 'faith', 'case', 'believer', 'befall']"
40.0,29.0,"O my people, authority is yours today being the most powerful in the land; but who will save us from the scourge of God if it fall upon us?"" ""I show you,"" said the Pharaoh, ""only what I see (is right), and guide you but to the right path.""","['fall upon us ?""', 'right path .""', 'save us', 'right ),', ',"" said', 'today', 'show', 'see', 'scourge', 'powerful', 'pharaoh', 'people', 'land', 'guide', 'god', 'authority']"
40.0,30.0,"But the man of belief said: ""O my people, what I fear for you is the like of what befell the communities (of old).","['old ).', 'belief said', 'people', 'man', 'like', 'fear', 'communities', 'befell']"
40.0,31.0,"Like the people of Noah, 'Ad and Thamud, and those that came after them. God does not want to be unjust to His creatures.","['want', 'unjust', 'thamud', 'people', 'noah', 'like', 'god', 'creatures', 'came', 'ad']"
40.0,32.0,"O my people, what I fear for you is the day of gathering, crying and calling,","['people', 'gathering', 'fear', 'day', 'crying', 'calling']"
40.0,33.0,"The day you will turn your backs and flee, with none to defend you against God. Whoever God allows to go astray has none to show him the way.","['whoever god allows', 'go astray', 'god', 'way', 'turn', 'show', 'none', 'none', 'flee', 'defend', 'day', 'backs']"
40.0,34.0,"Joseph had indeed come to you before with clear proofs, but you did not cease to doubt what he had brought until he died, when you said: 'God will not send a prophet after him.' That is how God leads the waster, the sceptic astray.","['sceptic astray', 'indeed come', 'clear proofs', 'god leads', 'god', 'waster', 'send', 'said', 'prophet', 'joseph', 'doubt', 'died', 'cease', 'brought', "".'""]"
40.0,35.0,"Those who dispute God's revelations, with no authority having come to them, (are) greatly odious in the sight of God, and the sight of those who believe. That is how God seals every proud and perverse heart.""","['god seals every proud', 'perverse heart .""', 'dispute god', 'greatly odious', 'god', 'sight', 'sight', 'revelations', 'come', 'believe', 'authority']"
40.0,36.0,"The Pharaoh said: ""O Haman, build me a lofty tower that I may perhaps find the means","['may perhaps find', 'pharaoh said', 'lofty tower', 'means', 'haman', 'build']"
40.0,37.0,"Of reaching the tracts of heaven and look at the god of Moses, though I think that he is a liar."" Thus were the evil deeds of Pharaoh made to look attractive to him, and he was hindered from the path. So the stratagem of Pharaoh was bound to perish.","['liar .""', 'evil deeds', 'pharaoh made', 'look attractive', 'pharaoh', 'look', 'tracts', 'thus', 'though', 'think', 'stratagem', 'reaching', 'perish', 'path', 'moses', 'hindered', 'heaven', 'god', 'bound']"
