Surah Name,Verse Translation,Number Chapter and Verse,Extracted Keywords
Surah Qaf,"And the dwellers of the Wood, and the people of Tubba’; everyone of them denied (their) Messengers, so My Threat took effect.",50:14,"['tubba ’; everyone', 'threat took effect', 'wood', 'people', 'messengers', 'dwellers', 'denied']"
Surah Qaf,"Were We then tired with the first creation? Nay, They are in confused doubt about a new creation (i.e. Resurrection)?",50:15,"['resurrection )?', 'new creation', 'first creation', 'confused doubt', 'tired', 'nay', 'e']"
Surah Qaf,"And indeed We have created man, and We know what his ownself whispers to him. And We are nearer to him than his jugular vein (by Our Knowledge).",50:16,"['ownself whispers', 'knowledge ).', 'jugular vein', 'created man', 'nearer', 'know', 'indeed']"
Surah Qaf,"(Remember!) that the two receivers (recording angels) receive (each human being after he or she has attained the age of puberty), one sitting on the right and one on the left (to note his or her actions) .",50:17,"['puberty ), one sitting', 'two receivers', 'remember !)', 'recording angels', 'one', 'right', 'receive', 'note', 'left', 'human', 'attained', 'age', 'actions']"
Surah Qaf,"Not a word does he (or she) utter, but there is a watcher by him ready (to record it).",50:18,"['word', 'watcher', 'utter', 'record', 'ready', ').']"
Surah Qaf,And the stupor of death will come in truth: “This is what you have been avoiding!”,50:19,"['avoiding !”', '“', 'truth', 'stupor', 'death', 'come']"
Surah Qaf,"And the Trumpet will be blown, that will be the Day whereof warning (had been given) (i.e. the Day of Resurrection).",50:20,"['day whereof warning', 'resurrection ).', 'day', 'trumpet', 'given', 'e', 'blown']"
Surah Qaf,"And every person will come forth along with an (angel) to drive (him), and an (angel) to bear witness.",50:21,"['come forth along', 'every person', 'bear witness', 'drive', 'angel', 'angel', '),']"
Surah Qaf,"(It will be said to the sinners): “Indeed you were heedless of this, now We have removed your covering, and sharp is your sight this Day!”",50:22,"['sinners ): “ indeed', 'day !”', 'sight', 'sharp', 'said', 'removed', 'heedless', 'covering']"
Surah Qaf,And his companion (angel) will say: “Here is (this Record) ready with me!”,50:23,"['“', 'say', 'record', 'ready', 'companion', 'angel', '!”']"
Surah Qaf,"(And it will be said): “Both of you throw (Order from Allah to the two angels) into Hell, every stubborn disbeliever (in the Oneness of Allah, in His Messengers, etc.).",50:24,"['said ): “', 'every stubborn disbeliever', 'two angels', 'throw', 'order', 'oneness', 'messengers', 'hell', 'etc', 'allah', 'allah', ').']"
Surah Qaf,"“Hinderer of good, transgressor, doubter,",50:25,"['“ hinderer', 'transgressor', 'good', 'doubter']"
Surah Qaf,"“Who set up another ilah (god) with Allah, then (both of you) cast him in the severe torment.”",50:26,"['severe torment .”', 'another ilah', '“', 'set', 'god', 'cast', 'allah']"
Surah Qaf,"His companion (Satan devil)] will say: “Our Lord! I did not push him to transgress, (in disbelief, oppression, and evil deeds) but he was himself in error far astray.”",50:27,"['error far astray .”', 'satan devil )]', 'evil deeds', '“', 'transgress', 'say', 'push', 'oppression', 'lord', 'disbelief', 'companion']"
Surah Qaf,"Allah will say: “Dispute not in front of Me, I had already, in advance, sent you the threat.",50:28,"['“ dispute', 'threat', 'sent', 'say', 'front', 'already', 'allah', 'advance']"
Surah Qaf,"The Sentence that comes from Me cannot be changed, and I am not unjust (to the least) to the slaves.”",50:29,"['slaves .”', 'unjust', 'sentence', 'least', 'comes', 'changed', 'cannot']"
Surah Qaf,On the Day when We will say to Hell: “Are you filled?” It will say: “Are there any more (to come)?”,50:30,"['filled ?”', 'come )?”', '“', '“', 'say', 'say', 'hell', 'day']"
Surah Qaf,And Paradise will be brought near to the Muttaqun (pious – see V.2:2) not far off.,50:31,"['pious – see v', 'brought near', 'paradise', 'muttaqun', 'far', '2', '2']"
Surah Qaf,"(It will be said): “This is what you were promised, – (it is) for those oft-returning (to Allah) in sincere repentance, and those who preserve their covenant with Allah (by obeying Him in all what He has ordered, and worship none but Allah Alone, i.e. follow Allah’s Religion, Islamic Monotheism).",50:32,"['said ): “', 'islamic monotheism ).', 'follow allah ’', 'worship none', 'sincere repentance', 'allah alone', 'allah', 'allah', '–', 'returning', 'religion', 'promised', 'preserve', 'ordered', 'oft', 'obeying', 'e', 'covenant']"
Surah Qaf,"“Who feared the Most Beneficent (Allah) in the Ghaib (unseen): (i.e. in this worldly life before seeing and meeting Him), and brought a heart turned in repentance (to Him – and absolutely free from each and every kind of polytheism),",50:33,"['worldly life', 'unseen ):', 'heart turned', 'every kind', 'absolutely free', 'polytheism ),', '),', '“', '–', 'seeing', 'repentance', 'meeting', 'ghaib', 'feared', 'e', 'brought', 'beneficent', 'allah']"
Surah Qaf,“Enter you therein in peace and security; this is a Day of eternal life!”,50:34,"['eternal life !”', '“ enter', 'therein', 'security', 'peace', 'day']"
Surah Qaf,"There they will have all that they desire, and We have more (for them, i.e. a glance at the All-Mighty, All-Majestic Ìá ÌáÇáå ).",50:35,"['majestic ìá ìáçáå ).', 'mighty', 'glance', 'e', 'desire']"
Surah Qaf,"And how many a generation We have destroyed before them, who were stronger in power than them, and (when Our Torment came) they ran for a refuge in the land! Could they find any place of refuge (for them to save themselves from destruction)?",50:36,"['torment came', 'destruction )?', 'stronger', 'save', 'refuge', 'refuge', 'ran', 'power', 'place', 'many', 'land', 'generation', 'find', 'destroyed', 'could']"
Surah Qaf,"Verily, therein is indeed a reminder for him who has a heart or gives ear while he is heedful.",50:37,"['gives ear', 'verily', 'therein', 'reminder', 'indeed', 'heedful', 'heart']"
Surah Qaf,And indeed We created the heavens and the earth and all between them in six Days and nothing of fatigue touched Us.,50:38,"['fatigue touched us', 'six days', 'nothing', 'indeed', 'heavens', 'earth', 'created']"
Surah Qaf,"So bear with patience (O Muhammad ) all that they say, and glorify the Praises of your Lord, before the rising of the sun and before (its) setting (i.e. the Fajr, Zuhr, and ‘Asr prayers) .",50:39,"['‘ asr prayers', 'zuhr', 'sun', 'setting', 'say', 'rising', 'praises', 'patience', 'muhammad', 'lord', 'glorify', 'fajr', 'e', 'bear']"
Surah Qaf,"And during a part of the night (also), glorify His praises (i.e. Maghrib and ‘Isha prayers), and (so likewise) after the prayers [As-Sunnah, Nawafil optional and additional prayers, and also glorify, praise and magnify Allah – Subhan Allah, Alhamdu lillah, Allahu-Akbar].",50:40,"['magnify allah – subhan allah', '‘ isha prayers ),', 'also ), glorify', 'also glorify', 'additional prayers', 'nawafil optional', 'alhamdu lillah', 'akbar ].', 'prayers', 'sunnah', 'praises', 'praise', 'part', 'night', 'maghrib', 'likewise', 'e', 'allahu']"
Surah Qaf,"And listen on the Day when the caller will call from a near place,",50:41,"['near place', 'listen', 'day', 'caller', 'call']"
Surah Qaf,"The Day when they will hear As-Saihah (shout, etc.) in truth, that will be the Day of coming out (from the graves i.e. the Day of Resurrection).",50:42,"['resurrection ).', 'etc .)', 'truth', 'shout', 'saihah', 'hear', 'graves', 'e', 'day', 'day', 'day', 'coming']"
Surah Qaf,"Verily, We it is Who give life and cause death; and to Us is the final return,",50:43,"['give life', 'final return', 'cause death', 'verily', 'us']"
Surah Qaf,"On the Day when the earth shall be cleft, from off them, (they will come out) hastening forth. That will be a gathering, quite easy for Us.",50:44,"['quite easy', 'hastening forth', 'earth shall', 'us', 'gathering', 'day', 'come', 'cleft']"
Surah Qaf,"We know of best what they say; and you (O Muhammad ) are not a tyrant over them (to force them to Belief). But warn by the Qur’an, him who fears My Threat.",50:45,"['qur ’', 'belief ).', 'warn', 'tyrant', 'threat', 'say', 'muhammad', 'know', 'force', 'fears', 'best']"
Surah Adh-Dhariyat,By (the winds) that scatter dust.,51:1,"['scatter dust', 'winds']"
Surah Adh-Dhariyat,And (the clouds) that bear heavy weight of water;,51:2,"['bear heavy weight', 'water', 'clouds']"
Surah Adh-Dhariyat,And (the ships) that float with ease and gentleness;,51:3,"['ships', 'gentleness', 'float', 'ease']"
Surah Adh-Dhariyat,"And those (angels) who distribute (provisions, rain, and other blessings) by (Allah’s) Command;-",51:4,"['command ;-', 'allah ’', 'rain', 'provisions', 'distribute', 'blessings', 'angels']"
Surah Adh-Dhariyat,"Verily, that which you are promised (i.e. Resurrection in the Hereafter and receiving the reward or punishment of good or bad deeds, etc.) is surely true.",51:5,"['surely true', 'etc .)', 'bad deeds', 'verily', 'reward', 'resurrection', 'receiving', 'punishment', 'promised', 'hereafter', 'good', 'e']"
Surah Adh-Dhariyat,"And verily, the Recompense is sure to happen.",51:6,"['verily', 'sure', 'recompense', 'happen']"
Surah Adh-Dhariyat,"By the heaven full of paths,",51:7,"['heaven full', 'paths']"
Surah Adh-Dhariyat,"Certainly, you have different ideas (about Muhammad  and the Qur’an).",51:8,"['qur ’', 'different ideas', 'muhammad', 'certainly', ').']"
Surah Adh-Dhariyat,Turned aside therefrom (i.e. from Muhammad  and the Qur’an) is he who is turned aside (by the Decree and Preordainment ÇáÞÖÇ æÇáÞÏÑ of Allah).,51:9,"['preordainment çáþöç æçáþïñ', 'turned aside therefrom', 'turned aside', 'qur ’', 'allah ).', 'muhammad', 'e', 'decree']"
Surah Adh-Dhariyat,"Cursed be the liars,",51:10,"['liars', 'cursed']"
Surah Adh-Dhariyat,"Who are under a cover of heedlessness (think not about the gravity of the Hereafter),",51:11,"['hereafter ),', 'think', 'heedlessness', 'gravity', 'cover']"
Surah Adh-Dhariyat,They ask; “When will be the Day of Recompense?”,51:12,"['recompense ?”', '“', 'day', 'ask']"
Surah Adh-Dhariyat,(It will be) a Day when they will be tried (i.e. burnt) over the Fire!,51:13,"['tried', 'fire', 'e', 'day', 'burnt']"
Surah Adh-Dhariyat,“Taste you your trial (burning)! This is what you used to ask to be hastened!”,51:14,"['“ taste', 'hastened !”', 'burning )!', 'used', 'trial', 'ask']"
Surah Adh-Dhariyat,"Verily, the Muttaqun (pious – see V.2:2) will be in the midst of Gardens and Springs (in the Paradise),",51:15,"['pious – see v', 'paradise ),', 'verily', 'springs', 'muttaqun', 'midst', 'gardens', '2', '2']"
Surah Adh-Dhariyat,"Taking joy in the things which their Lord has given them. Verily, they were before this Muhsinun (good-doers – see V.2:112).",51:16,"['doers – see v', 'taking joy', '112 ).', 'verily', 'things', 'muhsinun', 'lord', 'good', 'given', '2']"
Surah Adh-Dhariyat,"They used to sleep but little by night [invoking their Lord (Allah) and praying, with fear and hope].",51:17,"['hope ].', 'used', 'sleep', 'praying', 'night', 'lord', 'little', 'invoking', 'fear', 'allah']"
Surah Adh-Dhariyat,"And in the hours before dawn, they were (found) asking (Allah) for forgiveness,",51:18,"['hours', 'found', 'forgiveness', 'dawn', 'asking', 'allah']"
Surah Adh-Dhariyat,"And in their properties there was the right of the beggar, and the Mahrum (the poor who does not ask the others) ,",51:19,"['right', 'properties', 'poor', 'others', 'mahrum', 'beggar', 'ask']"
Surah Adh-Dhariyat,"And on the earth are signs for those who have Faith with certainty,",51:20,"['signs', 'faith', 'earth', 'certainty']"
Surah Adh-Dhariyat,And also in your ownselves. Will you not then see?,51:21,"['see', 'ownselves', 'also']"
Surah Adh-Dhariyat,"And in the heaven is your provision, and that which you are promised.",51:22,"['provision', 'promised', 'heaven']"
Surah Adh-Dhariyat,"Then, by the Lord of the heaven and the earth, it is the truth (i.e. what has been promised to you), just as it is the truth that you can speak.",51:23,"['truth', 'truth', 'speak', 'promised', 'lord', 'heaven', 'earth', 'e', '),']"
